articleNo,articleName,articleStatus,realEstateTypeCode,realEstateTypeName,articleRealEstateTypeCode,articleRealEstateTypeName,tradeTypeCode,tradeTypeName,verificationTypeCode,floorInfo,rentPrc,priceChangeState,isPriceModification,dealOrWarrantPrc,area1,area2,direction,articleConfirmYmd,representativeImgUrl,representativeImgTypeCode,representativeImgThumb,siteImageCount,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrDirectCnt,sameAddrMaxPrc,sameAddrMinPrc,cpid,cpName,cpPcArticleUrl,cpPcArticleBridgeUrl,cpPcArticleLinkUseAtArticleTitleYn,cpPcArticleLinkUseAtCpNameYn,cpMobileArticleUrl,cpMobileArticleLinkUseAtArticleTitleYn,cpMobileArticleLinkUseAtCpNameYn,latitude,longitude,isLocationShow,realtorName,realtorId,tradeCheckedByOwner,isDirectTrade,isInterest,isComplex,detailAddress,detailAddressYn,premiumPrc,search_day
2201366410,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,200,SAME,False,"2,000",3105,9229,,20220113,,,,0,"3층 전용100, 시스템에어콘有마당有","['15년이내', '융자금없는', '역세권', '엘리베이터']",공장,1,0.0,"2,000/200","2,000/200",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2201366410,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2201366410,False,True,37.515856,126.705605,True,공단타워공인중개사사사무소,gonddantower,False,False,False,False,,N,,20220212
2201363738,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,5/-,700,SAME,False,"7,000",1654,4821,,20220113,,,,0,깨끗한 신축급350ㅍ 공장,"['4년이내', '융자금없는']",공장,1,0.0,"7,000/700","7,000/700",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2201363738,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2201363738,False,True,37.519832,126.711002,True,공단타워공인중개사사사무소,gonddantower,False,False,False,False,,N,,20220212
2202059087,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,2/-,650,SAME,False,"6,500",2000,2000,,20220119,,,,0,1층 200 층고높고 대형차량 진입원활,"['2년이내', '융자금없는', '역세권']",공장,1,0.0,"6,500/650","6,500/650",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2202059087,,False,True,http://land.daara.co.kr/n_link.php?UID=2202059087,False,True,0,0,False,에이스공인중개사사무소,a4730022,False,False,False,False,,N,,20220212
2202059492,대형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,2/4,15,SAME,False,200,30,21,북향,20220119,,,,0,대우자동차인근 저렴한 사무실,"['25년이상', '융자금없는', '주차가능', '총4층']",대형사무실,1,0.0,200/15,200/15,industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2202059492,,False,True,http://land.daara.co.kr/n_link.php?UID=2202059492,False,True,0,0,False,에이스공인중개사사무소,a4730022,False,False,False,False,,N,,20220212
2202058682,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,100,SAME,False,"1,000",500,1000,,20220119,,,,0,3층 50,"['15년이내', '융자금없는']",공장,1,0.0,"1,000/100","1,000/100",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2202058682,,False,True,http://land.daara.co.kr/n_link.php?UID=2202058682,False,True,0,0,False,에이스공인중개사사무소,a4730022,False,False,False,False,,N,,20220212
2202060196,중소형사무실,R0,SMS,사무실,D01,사무실,A1,매매,DOC,1/4,,SAME,False,"5,500",30,21,북향,20220119,,,,0,저렴한 상가 매매,"['25년이상', '1층', '주차가능', '총4층']",중소형사무실,1,0.0,"5,500","5,500",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2202060196,,False,True,http://land.daara.co.kr/n_link.php?UID=2202060196,False,True,0,0,False,에이스공인중개사사무소,a4730022,False,False,False,False,,N,,20220212
2202057617,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,2/4,20,SAME,False,200,30,21,북향,20220119,,,,0,저렴한사무실임대,"['25년이상', '융자금없는', '관리비10만원이하', '주차가능']",중소형사무실,1,0.0,200/20,200/20,industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2202057617,,False,True,http://land.daara.co.kr/n_link.php?UID=2202057617,False,True,0,0,False,에이스공인중개사사무소,a4730022,False,False,False,False,,N,,20220212
2202058378,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,50,SAME,False,500,800,1000,,20220119,,,,0,저렴한 임대료 25,"['25년이상', '융자금없는']",공장,2,0.0,"1,000/80",500/50,industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2202058378,,False,True,http://land.daara.co.kr/n_link.php?UID=2202058378,False,True,0,0,False,에이스공인중개사사무소,a4730022,False,False,False,False,,N,,20220212
2201909732,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,600,SAME,False,"6,000",8900,13883,,20220118,,,,0,1층220.,"['25년이상', '융자금없는', '역세권']",공장,1,0.0,"6,000/600","6,000/600",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201909732,,False,True,,False,False,0,0,False,복있는공인,kwy5658,False,False,False,False,,N,,20220212
2201981386,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,600,SAME,False,"6,000",2189,661,,20220118,,,,0,대로변 창고 제조장 다용도 가능 부평IC 근접 1층 200ㅍ ,['융자금없는'],공장,1,0.0,"6,000/600","6,000/600",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201981386,,False,True,,False,False,0,0,False,삼성공인중개사사무소,,False,False,False,False,,N,,20220212
2201910569,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,2/B1,"1,000",SAME,False,1억,1660,6061,,20220118,,,,0,1층340,"['25년이내', '융자금없는']",공장,1,0.0,"1억/1,000","1억/1,000",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201910569,,False,True,,False,False,0,0,False,복있는공인,kwy5658,False,False,False,False,,N,,20220212
2202012713,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,"1,000",SAME,False,"1억 2,000",2142,1518,,20220118,,,,0,3층 460ㅍ 카리프트 유,"['10년이내', '융자금없는']",공장,1,0.0,"1억 2,000/1,000","1억 2,000/1,000",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202012713,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202012713,False,True,0,0,False,공장24시공인중개사사무소,p1154919,False,False,False,False,,N,,20220212
2201899465,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,450,SAME,False,"4,500",1968,7392,,20220118,,,,0,"3층 230, 대형화물승강기有, 대형차량 작업편리한 공장,창고","['10년이내', '융자금없는', '역세권', '엘리베이터']",공장,1,0.0,"4,500/450","4,500/450",NEONET,부동산뱅크,http://www.neonet.co.kr/rd/rd.php?UID=2201899465,,False,True,,False,False,0,0,False,바른공장부동산공인중개사,barun305,False,False,False,False,,N,,20220212
2201907929,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,80,SAME,False,800,620,1391,,20220118,,,,0,3층60 ,"['25년이상', '융자금없는']",공장,1,0.0,800/80,800/80,bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201907929,,False,True,,False,False,0,0,False,복있는공인,kwy5658,False,False,False,False,,N,,20220212
2201908685,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,500,SAME,False,"5,000",1300,495,,20220118,,,,0,"1층100,   전시장적합","['25년이상', '융자금없는']",공장,1,0.0,"5,000/500","5,000/500",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201908685,,False,True,,False,False,0,0,False,복있는공인,kwy5658,False,False,False,False,,N,,20220212
2201923836,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,210,SAME,False,"2,100",2340,198,,20220118,,,,0,1층 70ㅍ 창고로도 좋아요,"['25년이상', '융자금없는']",공장,1,0.0,"2,100/210","2,100/210",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2201923836,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2201923836,False,True,0,0,False,공장24시공인중개사사무소,p1154919,False,False,False,False,,N,,20220212
2201874429,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,2/B1,,SAME,False,"34억 8,600",1213,588,,20220117,,,,0,"청천공단내 중심지, 땅모양 좋아 신축시 다용도 활용 가능",['25년이상'],공장,1,0.0,"34억 8,600","34억 8,600",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201874429,,False,True,,False,False,0,0,False,KS장승백이공인중개사사무소,a5524221,False,False,False,False,,N,,20220212
2201786503,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,5/-,,SAME,False,100억,1652,4405,,20220117,,,,0,"대지 500, 5층 단독공장, 갈산역 도보 10분, 1층 334",['15년이내'],공장,1,0.0,100억,100억,NEONET,부동산뱅크,http://www.neonet.co.kr/rd/rd.php?UID=2201786503,,False,True,,False,False,0,0,False,하나공인중개사사무소,guiter211,False,False,False,False,,N,,20220212
2201720905,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,4/-,,SAME,False,38억,832,832,,20220117,,,,0,청천동공장매매가 38억원,['15년이내'],공장,1,0.0,38억,38억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2201720905,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2201720905,False,True,0,0,False,오복공인중개사사무소,km6519995,False,False,False,False,,N,,20220212
2201760580,빌딩,R0,GM,건물,D03,빌딩/건물,A1,매매,DOC,2/-,,SAME,False,40억,477,199,,20220117,,,,0,청천동 개발호재 많은 대로변 투자형 올근생 건물,"['25년이상', '역세권']",빌딩,1,0.0,40억,40억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2201760580,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2201760580,False,True,0,0,False,원탑부동산공인중개사사무소,nancy11222,False,False,False,False,,N,,20220212
2201800092,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,2/-,,SAME,False,38억,450,535,,20220117,,,,0,대로변 재개발지역 상가건물,['25년이상'],상가건물,4,0.0,38억,38억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2201800092,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2201800092,False,True,0,0,False,가이드부동산공인중개사사무소,s5548944,False,False,False,False,,N,,20220212
2201721534,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,4/-,,SAME,False,80억,1662,4632,,20220117,,,,0,,"['15년이내', '역세권']",공장,1,0.0,80억,80억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2201721534,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2201721534,False,True,0,0,False,오복공인중개사사무소,km6519995,False,False,False,False,,N,,20220212
2201717536,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,3/-,,SAME,False,43억,1650,3259,,20220117,,,,0,청천동 임대공장매매 43억원 인천지하철 갈산역 환승 가능한 공장,['25년이상'],공장,1,0.0,43억,43억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2201717536,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2201717536,False,True,0,0,False,오복공인중개사사무소,km6519995,False,False,False,False,,N,,20220212
2201502207,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,3/B1,,SAME,False,45억,1655,3100,,20220114,,,,0,"대지500,건축물930,1층입주가능,차임월1300만이상",['25년이상'],공장,1,0.0,45억,45억,industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2201502207,,False,True,http://land.daara.co.kr/n_link.php?UID=2201502207,False,True,0,0,False,가공단부동산공인중개사사무소,,False,False,False,False,,N,,20220212
2201453103,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/B1,300,SAME,False,"3,000",4699,4211,,20220114,,,,0,1층 100.  고6,"['25년이상', '융자금없는']",공장,1,0.0,"3,000/300","3,000/300",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201453103,,False,True,,False,False,0,0,False,복있는공인,kwy5658,False,False,False,False,,N,,20220212
