articleNo,articleName,articleSubName,cpId,cortarNo,tradeBuildingTypeCode,exposeStartYMD,exposeEndYMD,articleConfirmYMD,tradeCompleteYN,totalDongCount,buildingTypeName,articleStatusCode,articleTypeCode,realestateTypeCode,realestateTypeName,tradeTypeCode,tradeTypeName,verificationTypeCode,verificationTypeName,applyYN,directTradeYN,mapLocationIndicationYn,latitude,longitude,location,pnu,cityNo,cityName,divisionName,sectionName,realtorId,walkingTimeToNearSubway,grandPlanList,detailAddress,etcAddress,exposureAddress,virtualAddressYn,roomCount,bathroomCount,householdCount,moveInTypeCode,moveInTypeName,moveInPossibleYmd,monthlyManagementCost,buildingName,buildingTypeCode,articleFeatureDescription,detailDescription,parkingCount,parkingPossibleYN,duplexYN,floorLayerName,hasBuildingUnitInfo,lawUsage,tagList,isInterest,isFalseHoodDeclared,isBlockFalseHood,detailAddressYn,isComplex,isOwnerTradeCompleted,currentUsage,recommendUsage,electricPowerTypeCode,electricPowerTypeName,moveInDiscussionPossibleYN,jibunAddressExposureYn
2203514480,공장,,bizmk,2823710400,BILD,20220203,20220305,20220203,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,OWNER,소유자,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,gkdud2459,8,,,부평 제이타워3차 지식산업센터 제842호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,지식산업센터 전용26ㅍ 드라이브인시스템 소형공장삼실또는전자쇼핑몰충전포장업,"*부평IC 입출 최적인 신축 분양52평~
인천1호선 갈산역 도보5분~ 대형화물엘베~
그 외 궁금한 사항이나 산업단지 입주관련 전화문의
주시면 자세한 상담 도와드리겠습니다~

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,공장,,False,False,False,N,False,False,,,,,,
2203522382,지식산업센터,,bizmk,2823710400,ROOM,20220203,20220305,20220203,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,A1,매매,OWNER,소유자,N,N,Y,37.5187944,126.7207618,37.5187944126.7207618,2823710400104400000,2800000000,인천시,부평구,청천동,gkdud2459,3,,,남광센트렉스 제1층 제 120-2호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0203,전용13ㅍ 분양20ㅍ ㅍ당650만 업무시설최저가매매 삼실최적  ,"*인천1호선갈산역 직결~ 그 외 궁금한 사항이나 산업단지 입주관련 
전화문의 주시면 자세한 상담 도와드리겠습니다~ 

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,업무시설,"15년이내,역세권,1층",False,False,False,N,False,False,,,,,,
2203513196,기타,,bizmk,2823710400,BILD,20220203,20220305,20220203,N,0,기타,R0,E02,GJCG,공장/창고,B2,월세,OWNER,소유자,N,N,Y,37.5187944,126.7207618,37.5187944126.7207618,2823710400104400000,2800000000,인천시,부평구,청천동,gkdud2459,3,,,제120-2호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0204,지식산업센터 전용40ㅍ 분양63ㅍ 드라이브인시스템 갈산역초역세 삼실최적,"**인천1호선 남광센트렉스 드라이브인시스템 삼실로 최적화됨
 그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다~ 

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,업무시설,"융자금없는,역세권",False,False,False,N,False,False,,,,,협의가능,
2202751767,공장,,SERVE,2823710400,BILD,20220127,20220226,20220126,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,SITE,현장,N,N,Y,37.5228853,126.7115744,37.5228853126.7115744,2823710400104030000,2800000000,인천시,부평구,청천동,p1154919,0,,,3층 전체,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,3층 308ㅍ 위치 굿,*3층308평입니다,0.0,,N,단층,False,공장,"10년이내,융자금없는",False,False,False,N,False,False,,,3.0,50-100,,
2202545268,공장 우림라이온스밸리,,SERVE,2823710400,BILD,20220126,20220225,20220125,N,0,공장,R0,E02,GJCG,공장/창고,B2,월세,SITE,현장,N,N,Y,37.5174326,126.7194344,37.5174326126.7194344,2823710400104250000,2800000000,인천시,부평구,청천동,,5,,,비-602,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,우림라이온스밸리,E0201,공간분리되어 있어 각각 연구실및 사무실로 사용 최적,"*갈산역 연결된 지식산업센터
*씨스템 냉난방기 각각 설치되어있음
*사무실, 제조와 같이 사용가능한 구조",0.0,,N,단층,False,공장,"25년이내,융자금없는,역세권,엘리베이터",False,False,False,N,False,False,,,,,,
2202293404,공장 부평제이타워3차,,bizmk,2823710400,BILD,20220125,20220224,20220124,N,0,공장,R0,E02,GJCG,공장/창고,A1,매매,SITE,현장,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,5291588,8,,,434,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,부평제이타워3차,E0201,,"2개호실 동시에 매매 가능합니다.
층고5.5m
동력25kw(삼상380)     증설도 가능
공장내 차량진입 및 상하차 가능",2.0,,N,단층,False,공장,"2년이내,엘리베이터,화재경보기",False,False,False,N,False,False,공장,공장,2.0,25-50,,
2203201995,지식산업센터,,bizmk,2823710400,ROOM,20220129,20220228,20220129,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,OWNER,소유자,N,N,Y,37.5187944,126.7207618,37.5187944126.7207618,2823710400104400000,2800000000,인천시,부평구,청천동,gkdud2459,3,,,남광센트렉스 제1층 제120-2호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0203,근생2종 전용22ㅍ 권리금무 삼실등업종다양 인천1호선갈산역초역세권   ,"**약300개 업체 1000여명 상주하고 있는 지식산업센터 1층 상가입니다~
 그 외 궁금한 사항이나 산업단지 입주관련 전화문의 주시면 
자세한 상담 도와드리겠습니다~ 

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,업무시설,"융자금없는,역세권,1층",False,False,False,N,False,False,,,,,,
2203213416,지식산업센터,,bizmk,2823710400,ROOM,20220129,20220228,20220129,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,OWNER,소유자,N,N,Y,37.5187944,126.7207618,37.5187944126.7207618,2823710400104400000,2800000000,인천시,부평구,청천동,gkdud2459,3,,,남광센트렉스제1층제120-2호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0203,아파트형공장 전용50ㅍ 드라이브인시스템 공장삼실창고 갈산역도보3분,"* 인천1호선 도보3분 지식산업센터 전용50평 분양80평 업종무관~~
기타 궁금하신 점이나 다른 문의사항 전화주시면 자세한 상담 도와 드립니다^^ㅎ

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,업무시설,"융자금없는,역세권,1층",False,False,False,N,False,False,,,,,,
2203245770,상가건물,,bizmk,2823710400,BILD,20220129,20220228,20220129,N,0,,R0,D04,GM,건물,B2,월세,OWNER,소유자,N,N,Y,37.5216898,126.705251,37.5216898126.705251,2823710400103910000,2800000000,인천시,부평구,청천동,seojong3066,0,,,전체,인천시 부평구 청천동,N,-,-,4.0,MV001,즉시입주,NOW,0.0,,,병원이나 수입자동차 전시장으로 시스템시설이 양호한 저렴한 물건으로 강추함,"■ 부동산 박사가 직접 상담해 드리는 신부평매매단지 등에 자동차 관련시설이 소재하고 있는 지역으로 수입자동차 전시장이나 노인병원그리고  요양원으로도 가능한 물건입니다.

■ 1층/2층은 연면적 1819,38㎡(550평)으로 수입장 전시장으로 3층/4층은 연먼적 1769.03㎡(535.13평)으로 수리장으로 내부에 카리프트 2대, 엘레베이트 2대가 있어 벤츠, 볼보, BMW 등 수입차 전시장으로 추천드리고 면적이 1000평 이상으로 일반병원이나 노인병원그리고  요양원으로도 가능합니다.

■ 현재 내부 시설중에 있어 일반병원, 노인병원, 요양원이나 수입차 전시장으로 최적인  물건으로 사전에 필요에 의한 공사를 협의해서 할 수 있는 물건으로 사업성이 좋은 지역입니다.

■ 임대가는 10억/4000만 원으로 조정 가능하고, 3. 4층 분할 임대도 가능하며 임대가는 5억/1700만 원입니다.
그리고  매매도 가능하고 매매가는 150억 원이고, 편한 시간에 연락 주시면 자세한 정보를 안내해 드리겠습니다.

■ 건물은 1층에서 4층으로 건축면적은 아래와 같사오니, 사용승인되어 소유권 보전등기가 되어 있습니다.

       1층 901.41㎡(272.68평)     2층  917.97㎡(277.69평)   3층  924.82㎡(279.76평)    4층  844.21㎡(255.37평)   옥탑 105.63㎡(31.95평) 

■ 자세한 내역은 편한 시간에 연락 주시면  정보를 안내해 드리겠습니다.

■ 담당자 : 세종공인중개사 대표 윤석진 박사//☎ 010-6267-7392//02-421-2244 ",0.0,,N,단층,False,제2종 근린생활시설,2년이내,False,False,False,N,False,False,병원이나 사옥,병원이나 사옥,,,협의가능,
2203140821,기타,,bizmk,2823710400,BILD,20220128,20220227,20220128,N,0,기타,R0,E02,GJCG,공장/창고,B2,월세,OWNER,소유자,N,N,Y,37.5187944,126.7207618,37.5187944126.7207618,2823710400104400000,2800000000,인천시,부평구,청천동,gkdud2459,3,,,남광센트렉스 제1층 제120-2호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0204,25m대로변 전용100ㅍ 삼실인테리어 씨에 인천1호선갈산역초역세 ,"* 지식산업센터 전용100평 좀처럼 찾기 힘든 귀한 매물~ 
인테리어GOOD!!! 10층중 고층으로 전망 뷰 좋습니다~
쫌더 자세한 문의는 전화주시면 적극 상담 도와 드리겠습니다~

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,업무시설,"융자금없는,역세권",False,False,False,N,False,False,,,,,,
2202139917,지식산업센터,,bizmk,2823710400,ROOM,20220121,20220220,20220120,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,A1,매매,SITE,현장,N,N,Y,37.5174326,126.7194344,37.5174326126.7194344,2823710400104250000,2800000000,인천시,부평구,청천동,gkdud2459,5,,,에이-117,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0203,우림라이온스밸리1층업무시설 전용32ㅍ 분양60ㅍ ㅍ당666만 삼실또는전시,"**인천1호선 갈산역 직접연결됨~ 회계또는법무사삼실로 쵝오~ 
쫌더 자세한 문의는 전화주시면 적극 상담 도와 드리겠습니다~ 

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,업무시설,"역세권,1층",False,False,False,N,False,False,,,,,,
2201882626,지식산업센터 우림라이온스밸리,,SERVE,2823710400,ROOM,20220119,20220218,20220118,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,A1,매매,SITE,현장,N,N,Y,37.5174326,126.7194344,37.5174326126.7194344,2823710400104250000,2800000000,인천시,부평구,청천동,,5,,,에이동117,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,우림라이온스밸리,E0203,"1층 중앙로비위치하여 의류,신발 매장또는 인력사무실로 최적","*갈산역 연결교통 여건 최고
*중앙1층 로비에 위치한 호실로 유동인구 아주 많음
* 의류,신발 매장 또는 소매점, 인력사무실로 적합한 위치좋은 중앙로비
*전시판매장, 법무사사무실, 회계사무실 적합
*주변시세 대비 저렴한 매물
*전용(32ㅍ으로 분리하여 임대가능) 2000/160",0.0,N,N,단층,False,교육연구시설,"25년이내,역세권,1층,천장에어컨",False,False,False,N,False,False,사무실,사무실,,,,
2203688684,지식산업센터,,SERVE,2823710400,ROOM,20220205,20220307,20220205,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,DOC,,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,dormito2021,8,,,1004,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,20220331,0.0,,E0203,최고의 시설 드라이브인 가능한 곳에서 사업 시작 하세요,"≡≡≡≡≡≡ 【 임대현황 】 ≡≡≡≡≡≡

◆소재지 : 갈산역 인근 도보5분
◆계약면적 : 약51평
◆전용면적 : 약26평
◆임대조건 : 보증금 1300만원, 월세 130만원
◆주차 가능 여부 : 가능
◆특징 : → 드라이브인 로얄층
           → 40평대 시스템에어컨 
           → 경인고속도로 서운IC, 서울외각 순환도로 계양IC접근성우수
            
※ 공인중개사법 18조 2,3항에 의거하여
해당 매물은 최초 게재일 당시
거래 가능한 실매물임을 확인하였으나
광고 내용을 보는 시점에 거래가 완료되었을 수 있으므로
거래 완료 여부 및 자세한 내용은
유선 상으로 확인해주시기 바랍니다.

★ 물건에 관해 궁금하신 사항은 언제든지 방문하여주시면
원하는 조건에 맞는 또 다른 물건들을 다양하게
비교해서 보실 수 있습니다.

★ 고객님이 만족하실 수 있는 물건을 구해 드리기
위해 최선을 다하겠습니다.

▣ 명공인중개사사무소 ▣
☎ 032-328-0081/☎ 010-9478-9574",939.0,Y,N,단층,False,공장,"2년이내,융자금없는,주차가능",False,False,False,N,False,False,,,,,,
2203761946,지식산업센터 제이타워,,SERVE,2823710400,ROOM,20220205,20220307,20220205,N,0,지식산업센터,R0,E04,APTHGJ,지식산업센터,B2,월세,DOC,,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,a682m,8,,,1004호,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,20220331,0.0,제이타워,E0203,부평제이타워3차 전용26 갈산역5분  난방기설치 사무실,"부평제이타워3차 전용26 갈산역5분  난방기설치 사무실
- 문의, 방문 언제나 환영하며 다양한 매물
확보하고 있습니다.
-성실, 신속, 정확한 중개사로서 고객의 재산과 인연을
소중하게 생각합니다
-복드리는 미래부동산",,N,N,단층,False,공장,"2년이내,융자금없는",False,False,False,N,False,False,,,,,협의가능,
2203744393,빌딩 대로변 코너 횡단보도앞,,bizmk,2823710400,BILD,20220205,20220307,20220205,N,0,빌딩,R0,D03,GM,건물,A1,매매,DOC,,N,N,Y,37.5190287,126.7042172,37.5190287126.7042172,2823710400100150000,2800000000,인천시,부평구,청천동,t7773,0,,,건물 전체,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,대로변 코너 횡단보도앞,D0301,6차선대로변 코너 횡단보도앞 건물,"   * 전면 (6차선대로접)이 약 28.2m, 측면 (6m도로접)이 약 16.1m의 잘 생긴 토지

   * 6차선대로 횡단보도앞이며, 건너편은 재개발추진구역으로 투자가치가 높습니다.

   ▶ 39년 빌딩 경력의 서울, 경기 수도권 전지역, 수익용건물, 사옥 빌딩 매매 전문 

   ▶ 상담 전화 02-2608-8939

   ▶ 등록번호 11500-2020-00221 ",0.0,,N,단층,False,제1종 근린생활시설,25년이상,False,False,False,N,False,False,,,,,,
2201480110,공장,,bizmk,2823710400,BILD,20220118,20220217,20220117,N,0,공장,R0,E02,GJCG,공장/창고,A1,매매,SITE,현장,N,N,Y,37.5217837,126.7212123,37.5217837126.7212123,2823710400104260000,2800000000,인천시,부평구,청천동,gkdud2459,8,,,745,인천시 부평구 청천동,N,-,-,,MV001,즉시입주,NOW,0.0,,E0201,분양받은금액그대로 신축아파트형공장 전용26ㅍ 분양52ㅍ 드라이브인시스템 ,"**공장앞 주차, 부평IC와 접해있어 물류접근성 쵝오~ 
인천1호선 갈산역 도보5분~ 대형화물엘베~
그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다~

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",0.0,,N,단층,False,공장,역세권,False,False,False,N,False,False,,,,,,
