articleNo,articleName,articleStatus,realEstateTypeCode,realEstateTypeName,articleRealEstateTypeCode,articleRealEstateTypeName,tradeTypeCode,tradeTypeName,verificationTypeCode,floorInfo,rentPrc,priceChangeState,isPriceModification,dealOrWarrantPrc,area1,area2,direction,articleConfirmYmd,representativeImgUrl,representativeImgTypeCode,representativeImgThumb,siteImageCount,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrDirectCnt,sameAddrMaxPrc,sameAddrMinPrc,cpid,cpName,cpPcArticleUrl,cpPcArticleBridgeUrl,cpPcArticleLinkUseAtArticleTitleYn,cpPcArticleLinkUseAtCpNameYn,cpMobileArticleUrl,cpMobileArticleLinkUseAtArticleTitleYn,cpMobileArticleLinkUseAtCpNameYn,latitude,longitude,isLocationShow,realtorName,realtorId,tradeCheckedByOwner,isDirectTrade,isInterest,isComplex,detailAddress,detailAddressYn
2200747104,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,3/-,420,SAME,FALSE,"4,200",910,597,,20220110,/20220110_226/land_naver_1641807304138Tt8Qy_JPEG/f398de82b8312ba5f414b77d00aacc54.JPG,SITE,f130_98,13,3층공장 180ㅍ  층고5m,['2년이내'],공장,2,0,"4,200/420","4,200/420",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2200747104,,FALSE,TRUE,,FALSE,FALSE,37.523299,126.711866,TRUE,모아부동산컨설팅공인,5291588,FALSE,FALSE,FALSE,FALSE,,N
2203629400,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,210,SAME,FALSE,"2,100",1260,231,,20220204,,,,0,1층70ㅍ 공장이나 창고 좋아요,"['15년이내', '융자금없는']",공장,1,0,"2,100/210","2,100/210",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203629400,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2203629400,FALSE,TRUE,0,0,FALSE,공장24시공인중개사사무소,p1154919,FALSE,FALSE,FALSE,FALSE,,N
2203660030,중소형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,02월 02일,100,SAME,FALSE,"1,000",247,214,,20220204,,,,0,2층 75ㅍ 착한임대료,"['25년이상', '융자금없는', '총2층']",중소형사무실,1,0,"1,000/100","1,000/100",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203660030,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2203660030,FALSE,TRUE,0,0,FALSE,공장24시공인중개사사무소,p1154919,FALSE,FALSE,FALSE,FALSE,,N
2203675839,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,06월 15일,100,SAME,FALSE,"1,000",169,86,,20220204,,,,0,제이타워3차 공장  분양51ㅍ 전용26ㅍ ,"['2년이내', '주차가능', '엘리베이터', '화재경보기']",지식산업센터,1,0,"1,000/100","1,000/100",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203675839,,FALSE,TRUE,,FALSE,FALSE,0,0,FALSE,모아부동산컨설팅공인,5291588,FALSE,FALSE,FALSE,FALSE,,N
2200751662,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,SITE,10월 15일,,SAME,FALSE,"2억 9,600",98,86,,20220110,/20220110_209/land_naver_1641807253159cNGvT_JPEG/07a8f235fe43725983457189fb7e6ec2.JPG,SITE,f130_98,10,제이타워3차 공장 전용26ㅍ 베란다2.5ㅍ,"['2년이내', '역세권', '주차가능', '베란다']",지식산업센터,1,0,"2억 9,600","2억 9,600",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2200751662,,FALSE,TRUE,,FALSE,FALSE,37.521784,126.721212,TRUE,모아부동산컨설팅공인,5291588,FALSE,FALSE,FALSE,FALSE,,N
2203629733,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,12/-,300,SAME,FALSE,"3,000",4520,330,,20220204,,,,0,3층170ㅍ 물류창고 굿,"['25년이내', '융자금없는']",공장,1,0,"3,000/300","3,000/300",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203629733,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2203629733,FALSE,TRUE,0,0,FALSE,공장24시공인중개사사무소,p1154919,FALSE,FALSE,FALSE,FALSE,,N
2203048459,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,600,SAME,FALSE,"6,000",1485,660,,20220128,,,,0,"1층70ㅍ,3층,200ㅍ,마당넓음,대형차출입가능,카리프트","['15년이내', '융자금없는']",공장,1,0,"6,000/600","6,000/600",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2203048459,,FALSE,TRUE,http://land.daara.co.kr/n_link.php?UID=2203048459,FALSE,TRUE,37.522885,126.711574,TRUE,가공단부동산공인중개사사무소,,FALSE,FALSE,FALSE,FALSE,,N
2203034227,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,03월 15일,,SAME,FALSE,"20억 3,136",1021,517,,20220128,,,,0,"갈산역세권, 현재 5년 병원임대완료, 투자수익10프로 ","['2년이내', '주차가능']",지식산업센터,1,0,"20억 3,136","20억 3,136",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203034227,,FALSE,TRUE,,FALSE,FALSE,37.521784,126.721212,TRUE,금강공인중개사사무소,top5554473,FALSE,FALSE,FALSE,FALSE,,N
2203035499,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,12월 14일,,SAME,FALSE,"1억 8,394",60,31,,20220128,,,,0,갈산역 역세권 사이다조망 테라스가 있는 복층 풀옵션 원룸,"['2년이내', '역세권', '주차가능', '풀옵']",지식산업센터,1,0,"1억 8,394","1억 8,394",hkdotcom,한경부동산,https://realestate.hankyung.com/naver-listing?UID=2203035499,,FALSE,TRUE,,FALSE,FALSE,37.517124,126.718434,TRUE,빌라이프공인중개사사무소,villife12050,FALSE,FALSE,FALSE,FALSE,,N
2203045436,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,50,SAME,FALSE,500,225,99,,20220128,,,,0,,"['25년이상', '융자금없는']",공장,1,0,500/50,500/50,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203045436,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2203045436,FALSE,TRUE,37.518275,126.687601,TRUE,신흥공장부동산공인중개사사무소,w5743838,FALSE,FALSE,FALSE,FALSE,,N
2203144214,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,9/-,150,SAME,FALSE,"2,000",27869,137,,20220128,,,,0,인테리어 잘되어있는 사무실로 적합,"['25년이내', '융자금없는', '역세권']",공장,1,0,"2,000/150","2,000/150",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203144214,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2203144214,FALSE,TRUE,37.517433,126.719434,TRUE,나공단공인중개사사무소,,FALSE,FALSE,FALSE,FALSE,,N
2203034050,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,12/B2,160,SAME,FALSE,"2,000",132,132,,20220128,,,,0,인테리어 최고입니다전용 40ㅍ,"['25년이내', '융자금없는', '역세권', '천장에어컨']",공장,1,0,"2,000/160","2,000/160",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2203034050,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2203034050,FALSE,TRUE,37.517433,126.719434,TRUE,나공단공인중개사사무소,,FALSE,FALSE,FALSE,FALSE,,N
2203296889,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,5/-,900,SAME,FALSE,1억,1726,4961,,20220203,,,,0,,"['15년이내', '융자금없는']",공장,1,0,1억/900,1억/900,industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2203296889,,FALSE,TRUE,http://land.daara.co.kr/n_link.php?UID=2203296889,FALSE,TRUE,0,0,FALSE,성문공인중개사사무소,tk1003t,FALSE,FALSE,FALSE,FALSE,,N
2203337049,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,250,SAME,FALSE,"2,500",2548,264,,20220203,,,,0,,['융자금없는'],공장,1,0,"2,500/250","2,500/250",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203337049,,FALSE,TRUE,,FALSE,FALSE,0,0,FALSE,삼성공인중개사사무소,,FALSE,FALSE,FALSE,FALSE,,N
2203340511,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,6/-,300,SAME,FALSE,"3,000",5515,1158,,20220203,,,,0,대형차진입가능 주차장완비 야드넓은 청천동 2층160 임대,"['15년이내', '융자금없는']",공장,1,0,"3,000/300","3,000/300",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203340511,,FALSE,TRUE,,FALSE,FALSE,0,0,FALSE,경인공인중개사사무소,jyj11jjj,FALSE,FALSE,FALSE,FALSE,,N
2203296761,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/B1,470,SAME,FALSE,"4,700",5384,82721,,20220203,,,,0,,"['25년이상', '융자금없는']",공장,1,0,"4,700/470","4,700/470",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2203296761,,FALSE,TRUE,http://land.daara.co.kr/n_link.php?UID=2203296761,FALSE,TRUE,0,0,FALSE,성문공인중개사사무소,tk1003t,FALSE,FALSE,FALSE,FALSE,,N
2201884064,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,OWNER,9/B2,150,SAME,FALSE,"2,000",27869,136,,20220117,,,,0,코너자리로 제조및 사무실 최적 전용 40ㅍ,"['25년이내', '융자금없는', '역세권']",공장,1,0,"2,000/150","2,000/150",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2201884064,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2201884064,FALSE,TRUE,37.517433,126.719434,TRUE,나공단공인중개사사무소,,FALSE,FALSE,FALSE,FALSE,,N
2201721059,상가건물,R0,GM,건물,D03,상가건물,A1,매매,OWNER,4/-,,SAME,FALSE,150억,1762,3694,,20220117,,,,0,병원이나 수입자동차 전시장으로 시스템시설이 양호한 저렴한 투자가치 양호함,['4년이내'],상가건물,1,0,150억,150억,bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201721059,,FALSE,TRUE,,FALSE,FALSE,37.52169,126.705251,TRUE,세종공인중개사사무소,seojong3066,FALSE,FALSE,FALSE,FALSE,,N
2203269963,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,7/-,55,SAME,FALSE,550,73,73,,20220203,,,,0,"7층 22, 저렴한 소형 창고, 사무실","['10년이내', '융자금없는', '엘리베이터']",공장,1,0,550/55,550/55,NEONET,부동산뱅크,http://www.neonet.co.kr/rd/rd.php?UID=2203269963,,FALSE,TRUE,,FALSE,FALSE,0,0,FALSE,바른공장부동산공인중개사,barun305,FALSE,FALSE,FALSE,FALSE,,N
2203296816,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,320,SAME,FALSE,"3,200",4628,9514,,20220203,,,,0,,"['25년이내', '융자금없는']",공장,1,0,"3,200/320","3,200/320",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2203296816,,FALSE,TRUE,http://land.daara.co.kr/n_link.php?UID=2203296816,FALSE,TRUE,0,0,FALSE,성문공인중개사사무소,tk1003t,FALSE,FALSE,FALSE,FALSE,,N
2203294359,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,04월 15일,110,SAME,FALSE,"1,200",170,86,,20220203,,,,0,,"['2년이내', '주차가능', '엘리베이터', '화재경보기']",지식산업센터,1,0,"1,200/110","1,200/110",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203294359,,FALSE,TRUE,,FALSE,FALSE,0,0,FALSE,모아부동산컨설팅공인,5291588,FALSE,FALSE,FALSE,FALSE,,N
2203296594,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,180,SAME,FALSE,"1,800",1239,3129,,20220203,,,,0,,"['25년이내', '융자금없는']",공장,1,0,"1,800/180","1,800/180",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2203296594,,FALSE,TRUE,http://land.daara.co.kr/n_link.php?UID=2203296594,FALSE,TRUE,0,0,FALSE,성문공인중개사사무소,tk1003t,FALSE,FALSE,FALSE,FALSE,,N
2202922090,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,216,SAME,FALSE,"2,160",9911,298,,20220127,,,,0,"1층 90, 층고3.2, 대형차량 진입 가능, 인력수급 용이","['25년이상', '융자금없는']",공장,1,0,"2,160/216","2,160/216",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202922090,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202922090,FALSE,TRUE,37.520832,126.716981,TRUE,신흥공장부동산공인중개사사무소,w5743838,FALSE,FALSE,FALSE,FALSE,,N
2202928633,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,400,SAME,FALSE,"4,000",1813,504,,20220127,,,,0,,"['25년이상', '융자금없는']",공장,1,0,"4,000/400","4,000/400",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202928633,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202928633,FALSE,TRUE,37.52315,126.693737,TRUE,신흥공장부동산공인중개사사무소,w5743838,FALSE,FALSE,FALSE,FALSE,,N
2202930123,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,2/-,136,SAME,FALSE,"1,360",2002,264,,20220127,,,,0,"2층 80, 층고 4, 화물승강기,  대중교통 편리, 주차장 넓음","['25년이상', '융자금없는']",공장,1,0,"1,360/136","1,360/136",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202930123,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202930123,FALSE,TRUE,37.522165,126.699264,TRUE,신흥공장부동산공인중개사사무소,w5743838,FALSE,FALSE,FALSE,FALSE,,N
2202923712,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,300,SAME,FALSE,"3,000",1005,330,,20220127,,,,0,"1층 100, 층고8, 동력 50, 제조업만가능, 대형차량진입","['25년이내', '융자금없는', '역세권']",공장,1,0,"3,000/300","3,000/300",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202923712,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202923712,FALSE,TRUE,37.518551,126.719285,TRUE,신흥공장부동산공인중개사사무소,w5743838,FALSE,FALSE,FALSE,FALSE,,N
2202969713,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,02월 15일,,SAME,FALSE,"3억 9,600",170,86,,20220127,,,,0,내과 .정형외과 한방병원으로  임대중,"['2년이내', '주차가능', '엘리베이터', '보안']",지식산업센터,1,0,"3억 9,600","3억 9,600",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202969713,,FALSE,TRUE,,FALSE,FALSE,37.521784,126.721212,TRUE,구월공인중개사사무소,gu4279944,FALSE,FALSE,FALSE,FALSE,,N
2202929010,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,2/-,150,SAME,FALSE,"1,500",564,309,,20220127,,,,0,"2층 94, 층고 3, 화물승강기 있음","['25년이상', '융자금없는']",공장,1,0,"1,500/150","1,500/150",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202929010,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202929010,FALSE,TRUE,37.519355,126.687236,TRUE,신흥공장부동산공인중개사사무소,w5743838,FALSE,FALSE,FALSE,FALSE,,N
2202967163,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,170,SAME,FALSE,"1,700",564,214,,20220127,,,,0,"1층 65, 층고 4, 동력30,  프레스 불가","['25년이상', '융자금없는']",공장,1,0,"1,700/170","1,700/170",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202967163,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202967163,FALSE,TRUE,37.519355,126.687236,TRUE,신흥공장부동산공인중개사사무소,w5743838,FALSE,FALSE,FALSE,FALSE,,N
2202926150,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,250,SAME,FALSE,"3,000",1813,297,,20220127,,,,0,"1층 90, 층고4m, 동력30","['25년이상', '융자금없는']",공장,1,0,"3,000/250","3,000/250",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202926150,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202926150,FALSE,TRUE,37.52315,126.693737,TRUE,신흥공장부동산공인중개사사무소,w5743838,FALSE,FALSE,FALSE,FALSE,,N
2202863054,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,09월 09일,150,SAME,FALSE,"2,000",215,132,,20220126,,,,0,전용40 냉난방기 인테리어O 즉시입주,"['25년이내', '융자금없는', '역세권', '주차가능']",지식산업센터,1,0,"2,000/150","2,000/150",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2202863054,,FALSE,TRUE,http://land.daara.co.kr/n_link.php?UID=2202863054,FALSE,TRUE,37.517433,126.719434,TRUE,제이타워공단부동산공인중개사사무소,jtower5055,FALSE,FALSE,FALSE,FALSE,,N
2202868519,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,2/-,,SAME,FALSE,38억,450,535,,20220126,,,,0,"청천동 재개발단지 수혜지구내 상가,멸실후 재건축가능,미래가치 우수",['25년이상'],상가건물,3,0,38억,38억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202868519,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202868519,FALSE,TRUE,37.519029,126.704217,TRUE,드림부동산공인중개사,,FALSE,FALSE,FALSE,FALSE,,N
2202862988,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,01월 01일,160,SAME,FALSE,"2,000",193,106,,20220126,,,,0,전용32 1층 중앙로비 입지굿,"['15년이내', '융자금없는', '역세권', '1층']",지식산업센터,1,0,"2,000/160","2,000/160",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2202862988,,FALSE,TRUE,http://land.daara.co.kr/n_link.php?UID=2202862988,FALSE,TRUE,37.517433,126.719434,TRUE,제이타워공단부동산공인중개사사무소,jtower5055,FALSE,FALSE,FALSE,FALSE,,N
2202891866,대형사무실,R0,SMS,사무실,D01,사무실,B2,월세,DOC,03월 04일,100,SAME,FALSE,"1,000",223,223,동향,20220126,,,,0,청천동 깔끔하고 저렴한 대형 사무실,"['25년이상', '융자금없는', '관리비10만원이하', '총4층']",대형사무실,1,0,"1,000/100","1,000/100",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202891866,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202891866,FALSE,TRUE,37.518161,126.705442,TRUE,황금공인중개사사무소,charmingnam1,FALSE,FALSE,FALSE,FALSE,,N
2202877833,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,210,SAME,FALSE,"2,100",1652,2136,,20220126,,,,0,,"['25년이내', '융자금적은']",공장,1,0,"2,100/210","2,100/210",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202877833,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202877833,FALSE,TRUE,37.523156,126.696585,TRUE,드림부동산공인중개사,,FALSE,FALSE,FALSE,FALSE,,N
2202795684,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,09월 15일,100,SAME,FALSE,"1,000",170,86,,20220126,,,,0,제이타워3차 공장  전용26,"['2년이내', '주차가능']",지식산업센터,1,0,"1,000/100","1,000/100",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202795684,,FALSE,TRUE,,FALSE,FALSE,37.521784,126.721212,TRUE,모아부동산컨설팅공인,5291588,FALSE,FALSE,FALSE,FALSE,,N
2202862869,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,01월 01일,120,SAME,FALSE,"1,200",170,86,,20220126,,,,0,전용26 저층 드라이브인 호실앞주차,"['2년이내', '1층', '주차가능']",지식산업센터,1,0,"1,200/120","1,200/120",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2202862869,,FALSE,TRUE,http://land.daara.co.kr/n_link.php?UID=2202862869,FALSE,TRUE,37.521784,126.721212,TRUE,제이타워공단부동산공인중개사사무소,jtower5055,FALSE,FALSE,FALSE,FALSE,,N
2202860702,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,03월 15일,,SAME,FALSE,"3억 6,500",170,86,,20220126,,,,0,내과.정형외과.한방병원 입점 진료중,"['2년이내', '주차가능', '엘리베이터', '보안']",지식산업센터,1,0,"3억 6,500","3억 6,500",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202860702,,FALSE,TRUE,,FALSE,FALSE,37.521784,126.721212,TRUE,구월공인중개사사무소,gu4279944,FALSE,FALSE,FALSE,FALSE,,N
2202860509,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,2/-,,SAME,FALSE,38억,450,535,,20220126,,,,0,미래투자가치 좋고 월세 잘나오는 상가건물 통매매,['25년이상'],상가건물,3,0,38억,38억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202860509,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202860509,FALSE,TRUE,37.519029,126.704217,TRUE,황금공인중개사사무소,charmingnam1,FALSE,FALSE,FALSE,FALSE,,N
2202843610,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,400,SAME,FALSE,"5,000",913,496,,20220126,,,,0,,"['15년이내', '천장에어컨']",공장,1,0,"5,000/400","5,000/400",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202843610,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202843610,FALSE,TRUE,37.516438,126.707623,TRUE,부평산단공인중개사사무소,bpsd33,FALSE,FALSE,FALSE,FALSE,,N
2202799249,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,05월 12일,160,SAME,FALSE,"2,000",221,136,,20220126,,,,0,쓸모있게 사무공간 분할되어있는 사무실,"['25년이내', '역세권']",지식산업센터,1,0,"2,000/160","2,000/160",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202799249,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202799249,FALSE,TRUE,37.517433,126.719434,TRUE,부평산단공인중개사사무소,bpsd33,FALSE,FALSE,FALSE,FALSE,,N
2202840121,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,5/-,"1,000",SAME,FALSE,1억,1726,1128,,20220126,,,,0,,"['15년이내', '융자금없는']",공장,1,0,"1억/1,000","1억/1,000",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202840121,,FALSE,TRUE,,FALSE,FALSE,37.521718,126.719742,TRUE,경인공인중개사사무소,jyj11jjj,FALSE,FALSE,FALSE,FALSE,,N
2202821097,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,2/-,,SAME,FALSE,38억,450,535,,20220126,,,,0,"대지 136, 대로변 코너, 향후투자가치높음, 배후에 대단지아파트입주",['25년이상'],상가건물,1,0,38억,38억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202821097,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202821097,FALSE,TRUE,37.519029,126.704217,TRUE,신흥공장부동산공인중개사사무소,w5743838,FALSE,FALSE,FALSE,FALSE,,N
2202814634,대,R0,TJ,토지,E03,토지/임야,A1,매매,DOC,,,SAME,FALSE,"26억 5,000",920,0,,20220126,,,,0,협의,[],대,1,0,"26억 5,000","26억 5,000",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202814634,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202814634,FALSE,TRUE,37.516805,126.705899,TRUE,청라대로공인중개사사무소,a5619595,FALSE,FALSE,FALSE,FALSE,,N
2200635010,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,SITE,05월 15일,110,SAME,FALSE,"1,200",98,86,,20220107,/20220107_69/land_naver_1641548045367i4Pwt_JPEG/69e10a71b07df1d906f0939744d8eef3.JPG,SITE,f130_98,10,,"['2년이내', '융자금적은', '역세권', '주차가능']",지식산업센터,1,0,"1,200/110","1,200/110",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2200635010,,FALSE,TRUE,,FALSE,FALSE,37.521784,126.721212,TRUE,모아부동산컨설팅공인,5291588,FALSE,FALSE,FALSE,FALSE,,N
2202771246,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,B1/12,,SAME,FALSE,"2억 7,200",223,112,,20220125,,,,0,부평테크시티 지하1층 공장,"['4년이내', '역세권', '주차가능']",지식산업센터,1,0,"2억 7,200","2억 7,200",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202771246,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202771246,FALSE,TRUE,37.517708,126.720958,TRUE,부평산단공인중개사사무소,bpsd33,FALSE,FALSE,FALSE,FALSE,,N
2201617951,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,OWNER,01월 15일,140,SAME,FALSE,"2,000",86,86,,20220114,,,,0,신축전용29ㅍ 삼실쇼핑몰소형경량공장 부평IC 인천1호선갈산역5분 창고가 ,"['융자금없는', '역세권', '1층']",지식산업센터,1,0,"2,000/140","2,000/140",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2201617951,,FALSE,TRUE,,FALSE,FALSE,37.521784,126.721212,TRUE,(주)공단부동산공인중개사사무소,gkdud2459,FALSE,FALSE,FALSE,FALSE,,N
2202532502,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,04월 12일,150,SAME,FALSE,"2,000",223,137,,20220124,,,,0,,"['25년이내', '융자금없는', '역세권', '주차가능']",지식산업센터,1,0,"2,000/150","2,000/150",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202532502,,FALSE,TRUE,,FALSE,FALSE,37.517433,126.719434,TRUE,공장공인중개사사무소,hns8949,FALSE,FALSE,FALSE,FALSE,,N
2202545053,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,4/-,,SAME,FALSE,40억,832,1995,,20220124,,,,0,"대지 251, 1층부터4층, 각각151, 총603, 총1560만 임대중",['15년이내'],공장,1,0,40억,40억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202545053,,FALSE,TRUE,http://m.serve.co.kr/naver/rd.asp?UID=2202545053,FALSE,TRUE,37.521471,126.706558,TRUE,신흥공장부동산공인중개사사무소,w5743838,FALSE,FALSE,FALSE,FALSE,,N
